saurashtra_inscript,release/s/saurashtra_inscript/source/saurashtra_inscript.kmn,any,yes,yes,yes,phone,default|numeric|shift,20,DESIGNED
sgaw_karen,release/s/sgaw_karen/source/sgaw_karen.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
shahmukhi_phonetic,release/s/shahmukhi_phonetic/source/shahmukhi_phonetic.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,DESIGNED
shan,release/s/shan/source/shan.kmn,any,yes,yes,yes,phone+tablet,default|numeric|shift,38,DESIGNED
shan_thailayout,release/s/shan_thailayout/source/shan_thailayout.kmn,any,yes,yes,yes,tablet,alt|default|shift,0,DESIGNED
sharada_inscript,release/s/sharada_inscript/source/sharada_inscript.kmn,any,yes,yes,yes,phone,default|numeric|shift,24,DESIGNED
siddham_inscript,release/s/siddham_inscript/source/siddham_inscript.kmn,any,yes,yes,yes,phone,default|numeric|rightalt|shift,4,DESIGNED
sisaali,release/s/sisaali/source/sisaali.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|shift-rightalt,4,DESIGNED
slaviature,release/s/slaviature/source/slaviature.kmn,any,yes,yes,yes,tablet,alt|default|diacritics|shift,44,DESIGNED
slc_saliba,release/s/slc_saliba/source/slc_saliba.kmn,desktop,no,no,no,,,0,DESKTOP_ONLY
slp1_deva,release/s/slp1_deva/source/slp1_deva.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
slp1_roman,release/s/slp1_roman/source/slp1_roman.kmn,any,yes,yes,yes,tablet,default|shift,2,DESIGNED
sogdian_phonetic,release/s/sogdian_phonetic/source/sogdian_phonetic.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
soqotri_arabic,release/s/soqotri_arabic/source/soqotri_arabic.kmn,any,yes,yes,yes,tablet,default|shift,0,DEFAULT_ONLY
sorani_behdini_arab_qwerty,release/s/sorani_behdini_arab_qwerty/source/sorani_behdini_arab_qwerty.kmn,any,yes,yes,yes,tablet,default|shift,26,DESIGNED
soyombo,release/s/soyombo/source/soyombo.kmn,any,yes,yes,yes,phone,default|numeric,27,DESIGNED
srr_ajami_qwerty,release/s/srr_ajami_qwerty/source/srr_ajami_qwerty.kmn,any,yes,yes,yes,tablet,default|rightalt|rightalt-shift|shift,9,DESIGNED
sudest,release/s/sudest/source/sudest.kmn,any,yes,yes,yes,phone+tablet,default|numeric|shift,8,DESIGNED
sundanese,release/s/sundanese/source/sundanese.kmn,any,yes,yes,yes,tablet,default|shift,1,DESIGNED
